user_id,mid,rating,timestamp
1,862,4,964982703
5,862,4,847434962
7,862,4,1106635946
15,862,2,1510577970
17,862,4,1305696483
18,862,3,1455209816
19,862,4,965705637
21,862,3,1407618878
27,862,3,962685262
31,862,5,850466616
32,862,3,856736119
33,862,3,939647444
40,862,5,832058959
43,862,5,848993983
44,862,3,869251860
45,862,4,951170182
46,862,5,834787906
50,862,3,1514238116
54,862,3,830247330
57,862,5,965796031
63,862,5,1443199669
64,862,4,1161520134
66,862,4,1104643957
68,862,2,1158531426
71,862,5,864737933
73,862,4,1464196374
76,862,0,1439165548
78,862,4,1252575124
82,862,2,1084467729
86,862,4,1344082549
89,862,3,1520408314
90,862,3,856353996
91,862,4,1112713037
93,862,3,942767337
96,862,5,964772990
98,862,4,1532457849
103,862,4,1431954238
107,862,4,829322340
112,862,3,1442535639
119,862,3,1435942468
121,862,4,847656180
124,862,4,1336584336
130,862,3,832589610
132,862,2,1157921785
134,862,3,832841103
135,862,4,1009691859
137,862,4,1204859907
140,862,3,942924980
141,862,4,1513130643
144,862,3,1137323419
145,862,5,832105242
151,862,5,855947195
153,862,2,1525548642
155,862,3,961861723
156,862,4,1106854640
159,862,4,1508640172
160,862,4,971115026
161,862,4,1176751765
166,862,5,1189980529
167,862,3,1154721923
169,862,4,1059427918
171,862,5,866904159
177,862,5,1435533535
178,862,4,1164354911
179,862,4,852114051
182,862,4,1063289621
185,862,4,1044311830
186,862,4,1031080831
191,862,4,829759809
193,862,2,1435856890
200,862,3,1229886312
201,862,5,939801780
202,862,4,974923506
206,862,5,850763267
213,862,3,1316196157
214,862,3,853937855
216,862,3,975211713
217,862,4,955942540
219,862,3,1194681084
220,862,5,1230055565
223,862,3,1226209758
226,862,3,1095662606
229,862,5,838144316
232,862,3,1076955621
233,862,3,1524781249
234,862,5,1004409347
239,862,4,1221158265
240,862,5,849122434
247,862,5,1467644119
249,862,4,1347317775
252,862,4,1498284904
254,862,4,1180446553
263,862,4,940384199
264,862,4,1136978964
266,862,2,945669542
269,862,5,850865423
270,862,5,853918728
273,862,5,835861234
274,862,4,1171410158
275,862,5,1049076484
276,862,4,858350384
277,862,4,861812794
279,862,3,1506394495
280,862,4,1348435273
282,862,4,1378495714
283,862,3,901227602
288,862,4,1054568869
290,862,4,975031464
291,862,4,1453051567
292,862,4,1219625000
293,862,3,1044870886
298,862,2,1447518257
304,862,5,881428344
307,862,4,1186160893
314,862,3,834398280
322,862,3,1217676206
323,862,3,1422640363
328,862,5,1494210665
330,862,4,1285904910
332,862,4,1352672340
334,862,3,1225477466
336,862,4,1122227329
337,862,4,860255715
339,862,4,1460183470
341,862,5,1439750939
347,862,5,847645986
350,862,4,864940931
353,862,5,831939685
357,862,5,1348610184
359,862,4,1198112023
364,862,5,869443366
367,862,5,997811550
372,862,3,874416443
373,862,3,846830172
378,862,4,1445347576
380,862,5,1493420345
381,862,3,1164383653
382,862,4,1515162628
385,862,4,834691642
389,862,5,857934174
391,862,3,1032388077
396,862,5,1111688626
399,862,4,1167220428
401,862,3,1510450550
411,862,5,835532155
412,862,2,939114353
414,862,4,961438127
420,862,4,1218207191
422,862,4,986173307
432,862,2,1316391457
434,862,4,1270604402
436,862,4,833529571
438,862,4,1105650469
443,862,4,1501722482
448,862,5,1019126661
451,862,5,854089165
453,862,5,1005966797
456,862,5,856883308
460,862,4,1359177505
462,862,1,1154037653
468,862,4,831400444
469,862,4,965336888
470,862,4,849224825
471,862,5,1496671820
474,862,4,978575760
476,862,4,835021447
477,862,4,1200939636
480,862,3,1179178004
483,862,4,1178293130
484,862,4,1342295949
488,862,4,1112382025
490,862,3,1328229305
492,862,4,863975949
500,862,4,1005527755
504,862,4,1063644695
509,862,4,1435992343
514,862,4,1533872400
517,862,4,1487954343
522,862,3,1253344674
524,862,4,851608466
525,862,4,1476475973
528,862,2,1391736605
529,862,3,855583216
533,862,5,1424753740
534,862,4,1459787997
541,862,3,835643027
544,862,3,850688537
550,862,4,1488728441
555,862,4,978746159
559,862,5,865095758
560,862,3,1469653413
561,862,4,1491094681
562,862,4,1368893997
567,862,3,1525286001
570,862,4,1181476989
572,862,4,945892484
573,862,5,1186722182
579,862,4,958881146
580,862,3,1167792349
584,862,5,834987643
587,862,5,953137847
590,862,4,1258420408
596,862,4,1535709666
597,862,4,941557863
599,862,3,1498524204
600,862,2,1237764347
601,862,4,1521467801
603,862,4,963178147
604,862,3,832079851
605,862,4,1277097561
606,862,2,1349082950
607,862,4,964744033
608,862,2,1117408267
609,862,3,847221025
610,862,5,1479542900
1,15602,4,964981247
6,15602,5,845554296
19,15602,3,965707636
32,15602,3,856736172
42,15602,4,996221045
43,15602,5,848994405
44,15602,3,869251910
51,15602,4,1230932736
58,15602,3,847719397
64,15602,3,1161519668
68,15602,2,1158533415
91,15602,3,1112712323
100,15602,3,1100183804
102,15602,5,840635033
116,15602,3,1337200325
117,15602,3,844163663
150,15602,3,854203124
151,15602,3,855947242
169,15602,5,1078284750
179,15602,4,852114317
217,15602,1,955944713
226,15602,3,1095662861
240,15602,4,849122858
269,15602,4,850865480
270,15602,3,853918793
288,15602,4,975691635
289,15602,2,1143424657
294,15602,1,966596854
302,15602,3,854472084
307,15602,3,1186161652
308,15602,0,1421374465
321,15602,3,843212762
330,15602,3,1285905545
337,15602,4,860255784
368,15602,3,971273951
410,15602,4,990910830
414,15602,4,961439278
448,15602,3,1019128536
456,15602,3,856883349
470,15602,3,849370396
477,15602,3,1200941177
480,15602,2,1179178556
492,15602,4,863976005
501,15602,5,844973817
544,15602,3,850688562
552,15602,1,1111472953
555,15602,5,978747454
588,15602,3,839317471
590,15602,3,1258416995
594,15602,4,1108798921
599,15602,1,1498505071
608,15602,2,1117504413
1,949,4,964982224
6,949,4,845553757
11,949,5,902154266
18,949,4,1460138360
23,949,4,1107342267
24,949,4,1458941767
28,949,3,1234570483
32,949,3,856736172
44,949,3,869251910
45,949,4,1121724608
57,949,3,972173446
62,949,4,1522190219
64,949,4,1161520752
68,949,4,1158532058
79,949,4,975282111
82,949,3,1084467865
84,949,4,857653289
91,949,5,1112712032
102,949,3,835877535
105,949,4,1446773632
109,949,3,841108665
112,949,4,1513989933
117,949,3,844163102
121,949,5,847656264
140,949,5,942843185
150,949,4,854203123
160,949,2,971115114
166,949,3,1190828796
181,949,3,845469804
182,949,4,1054782012
191,949,4,829759809
195,949,4,974705807
199,949,4,1057590506
202,949,5,974918622
217,949,2,955935939
219,949,3,1198783144
220,949,3,1230061735
239,949,5,1221158564
244,949,5,975092819
266,949,4,944980835
269,949,5,850865480
270,949,3,853918793
274,949,4,1197022122
282,949,4,1378497085
286,949,4,1119563039
294,949,3,966597476
297,949,5,900871748
305,949,3,1460222104
308,949,1,1421374400
312,949,4,1043177752
313,949,3,1030556299
314,949,3,842432711
317,949,5,1430532917
318,949,4,1347180277
325,949,4,1039398204
336,949,4,1122227549
337,949,5,860255784
339,949,4,1460345729
353,949,4,831939947
362,949,4,1530637587
368,949,4,971275527
372,949,5,874415865
373,949,5,846830247
380,949,5,1494278663
385,949,3,840648313
386,949,3,842613783
389,949,5,857934242
391,949,4,1030944221
400,949,5,1498870480
414,949,3,961515642
425,949,4,1085477536
434,949,4,1270603905
437,949,5,859721015
438,949,5,1105664272
444,949,4,832677558
451,949,4,854089242
469,949,3,965336673
470,949,3,849843318
474,949,3,1047054565
480,949,4,1179162163
486,949,5,839537263
492,949,3,863976004
493,949,4,1001562846
501,949,3,844973487
521,949,4,852713143
524,949,4,852404399
532,949,5,1025523798
553,949,5,1219558120
559,949,5,865095857
561,949,4,1491092289
573,949,4,1248842019
577,949,4,945967415
580,949,4,1167789917
588,949,5,839316454
590,949,3,1258420706
592,949,3,837350390
597,949,3,940420695
599,949,4,1498539623
602,949,3,840876055
603,949,4,963177624
604,949,3,832080355
610,949,5,1493850345
1,807,5,964983815
4,807,2,945173425
6,807,4,845553317
8,807,4,839463546
13,807,5,987895819
14,807,5,835441133
15,807,3,1510571970
16,807,3,1377477814
17,807,4,1307262715
18,807,4,1455050013
19,807,3,965710720
26,807,4,836950431
28,807,3,1235975946
39,807,3,974789632
41,807,3,1458939486
42,807,4,996218105
43,807,4,848993793
47,807,3,1496209354
54,807,3,839921084
56,807,5,835799219
58,807,5,847718657
62,807,4,1521489234
63,807,4,1443201084
64,807,4,1161520185
66,807,5,1093747353
68,807,4,1158531489
72,807,4,1217324851
75,807,2,1158968272
76,807,3,1439168120
81,807,3,845299983
82,807,3,1084467783
91,807,4,1112712832
94,807,2,843406765
102,807,5,835876045
104,807,0,1053336550
105,807,5,1446571714
109,807,3,841107393
110,807,4,1175330162
112,807,5,1442535846
116,807,3,1337199584
117,807,4,844162892
121,807,3,847656010
122,807,4,1461561420
123,807,4,1447291940
126,807,5,845925822
129,807,3,1167376335
131,807,4,1349840567
132,807,4,1157921243
133,807,4,843491396
134,807,4,832841168
135,807,5,1009691144
136,807,5,832449299
140,807,4,942842215
141,807,3,1513130660
142,807,4,838934238
144,807,4,1137323517
152,807,5,1450867741
156,807,3,1106854709
160,807,5,971115962
166,807,4,1188774624
171,807,5,866905267
176,807,5,840109138
177,807,4,1435533571
178,807,4,1164355292
179,807,4,840907616
181,807,3,845469500
182,807,4,1054781315
187,807,4,1161850486
191,807,4,829760898
192,807,3,835129031
198,807,5,1034136177
199,807,3,940372883
200,807,4,1229885752
204,807,5,1327182956
217,807,2,955942953
219,807,3,1194686017
220,807,3,1230055738
222,807,4,1391350444
223,807,3,1226209770
226,807,5,1160003508
227,807,5,1447209787
230,807,3,1196304391
232,807,4,1241823324
233,807,3,1524781264
239,807,5,1221158250
241,807,4,1447540959
242,807,5,834073178
247,807,4,1467644262
249,807,5,1346757700
251,807,5,1470677268
254,807,4,1180447550
260,807,4,1109408487
261,807,4,1404881499
268,807,3,940180858
274,807,4,1171172762
284,807,3,832695534
286,807,5,1119562911
288,807,3,1054568985
294,807,2,966597476
297,807,4,900871748
298,807,4,1447518037
301,807,4,1211377521
302,807,5,854473264
305,807,4,1460135569
307,807,4,1186160966
313,807,5,1030476272
314,807,1,834398302
317,807,5,1430361508
318,807,4,1433139531
322,807,4,1217676246
326,807,4,1419880411
328,807,4,1494211964
330,807,3,1285904519
332,807,4,1352672211
334,807,2,1234629901
336,807,4,1122227343
337,807,5,860256118
339,807,4,1460186377
346,807,3,1172693170
347,807,3,847645738
351,807,4,1326027964
352,807,5,1493931953
353,807,5,831939731
354,807,4,1200870867
362,807,4,1530640109
368,807,4,971275475
369,807,3,1237083091
370,807,3,1159162973
372,807,5,874417240
373,807,5,846829997
379,807,3,847397459
380,807,5,1493494893
381,807,2,1166980226
386,807,3,842610286
387,807,4,1094876919
391,807,3,1030944178
400,807,5,1498870391
402,807,3,849654599
403,807,5,1225243620
404,807,3,838375864
411,807,4,835532191
412,807,3,939114573
414,807,4,961681857
415,807,4,1382470301
417,807,5,1532134167
419,807,4,1321659049
424,807,5,1457842442
425,807,4,1085477391
426,807,0,1451081886
432,807,4,1315244565
433,807,3,1506823900
434,807,4,1270603499
437,807,4,859721361
441,807,4,1451166486
444,807,4,832670399
445,807,4,1454622061
446,807,4,843839250
448,807,4,1019132386
452,807,5,1019581177
453,807,5,972622637
462,807,4,1154037716
464,807,5,1275549635
468,807,5,831400545
469,807,4,965336711
470,807,3,849075299
474,807,4,979180247
477,807,4,1200939679
480,807,4,1179177656
483,807,3,1178215187
484,807,4,1342228947
486,807,3,839537220
489,807,3,1333101316
498,807,3,839197341
505,807,5,1298780253
507,807,3,838964683
512,807,5,841449359
514,807,4,1533872325
517,807,2,1487958109
524,807,5,851608960
525,807,3,1476476493
534,807,4,1459787998
540,807,4,1179109020
541,807,1,835643038
542,807,5,1163386913
551,807,4,1505548073
560,807,4,1469648029
561,807,4,1491091954
565,807,4,846533338
570,807,3,1181477162
573,807,5,1186589586
574,807,5,834634527
580,807,5,1167791127
584,807,5,834987730
588,807,3,839316278
590,807,3,1258420506
597,807,4,940361541
599,807,4,1498499364
600,807,4,1237852430
601,807,4,1521467863
602,807,5,840875668
606,807,3,1171927423
608,807,4,1117162426
610,807,5,1479545853
1,629,5,964982931
5,629,4,847434881
6,629,1,845553381
7,629,4,1106635993
8,629,5,839463644
16,629,4,1377476781
17,629,4,1305697013
18,629,5,1455049343
23,629,4,1107163741
24,629,4,1458942023
28,629,3,1234337966
29,629,3,1308007653
32,629,5,856737002
33,629,5,939646733
35,629,5,830939598
38,629,5,841341362
39,629,5,974788030
41,629,3,1459367479
42,629,5,996217838
45,629,5,951756750
46,629,5,834788094
54,629,3,830248246
57,629,5,965796686
58,629,5,847718718
60,629,3,1393542060
61,629,4,1145532639
63,629,5,1443199758
64,629,3,1161528982
66,629,4,1104644110
68,629,3,1158531764
69,629,5,1021646926
72,629,4,1217324720
80,629,4,1377308037
84,629,4,857653594
88,629,5,1331421330
91,629,4,1112712816
96,629,5,964773008
103,629,4,1431955220
105,629,5,1446571713
109,629,4,841107584
112,629,5,1442535839
117,629,4,844162933
122,629,5,1461561151
124,629,4,1336412889
131,629,4,1349840171
132,629,4,1157920377
133,629,3,843491446
140,629,3,942840991
142,629,5,838934155
145,629,5,832105428
152,629,4,1450572430
156,629,4,940001349
160,629,4,971113158
162,629,4,836511263
166,629,5,1188774404
174,629,3,848487075
177,629,4,1435523529
178,629,4,1163673981
182,629,4,1054781309
187,629,4,1161849680
191,629,5,829760898
195,629,5,974705671
197,629,3,947462391
198,629,5,1034136008
199,629,4,940372419
202,629,4,974924628
211,629,4,1350912267
215,629,5,1260908668
217,629,3,955942801
219,629,5,1194685882
220,629,5,1230054959
221,629,4,1118246575
222,629,3,1391346849
228,629,4,1363222968
